Date,Close
2026-02-12 22:45:00+00:00,824.7389768898512
2026-02-13 19:00:00+00:00,825.1623410985592
2026-02-16 23:00:00+00:00,826.7415346041244
2026-02-17 22:15:00+00:00,826.1354581673306
2026-02-18 23:30:00+00:00,822.1263670501529
2026-02-19 23:15:00+00:00,820.8246477432969
2026-02-20 22:30:00+00:00,823.4060778491987
2026-02-23 23:30:00+00:00,829.6748739371434
2026-02-24 23:45:00+00:00,834.3957310794001
2026-02-25 22:30:00+00:00,834.6872295297197
2026-02-26 22:00:00+00:00,832.7734595583141
2026-02-27 20:30:00+00:00,830.8870412640938
2026-03-02 21:45:00+00:00,829.2388901041456
2026-03-03 21:00:00+00:00,825.0512778604092
2026-03-04 21:00:00+00:00,827.5087899462536
2026-03-05 23:30:00+00:00,824.8623230420142
2026-03-06 22:00:00+00:00,822.6535882639706
2026-03-09 20:30:00+00:00,825.0290566218291
2026-03-10 19:45:00+00:00,824.0201637948053
2026-03-11 23:45:00+00:00,823.300094986691
2026-03-12 22:30:00+00:00,822.7253007046378
2026-03-13 20:45:00+00:00,817.8195209599328
2026-03-16 23:00:00+00:00,822.0636050369671
2026-03-17 21:30:00+00:00,824.2378421333448
2026-03-18 20:30:00+00:00,821.9263911714755
2026-03-19 21:45:00+00:00,825.6029530105861
2026-03-20 21:30:00+00:00,821.0470434844984
2026-03-23 23:45:00+00:00,826.6846599147286
2026-03-24 23:45:00+00:00,825.3719852688755
2026-03-25 23:30:00+00:00,824.8003895566285
2026-03-26 21:30:00+00:00,825.2576177599744
2026-03-27 21:00:00+00:00,821.9862468371192
2026-03-30 20:45:00+00:00,821.9412998592467
2026-03-31 21:00:00+00:00,824.2164190006011
2026-04-01 22:00:00+00:00,822.1618215564195
2026-04-02 19:45:00+00:00,824.248118330666
2026-04-03 21:00:00+00:00,822.9775766801387
2026-04-06 23:30:00+00:00,823.8204289053232
2026-04-07 19:45:00+00:00,824.892597771879
2026-04-08 22:15:00+00:00,829.2821373272982
2026-04-09 21:30:00+00:00,829.6296196539454
2026-04-10 21:00:00+00:00,829.2882852926081
2026-04-13 23:30:00+00:00,832.0164509425581
2026-04-14 20:45:00+00:00,835.7659403196461
2026-04-15 23:00:00+00:00,832.710682945655
2026-04-16 21:15:00+00:00,833.7030080902454
2026-04-17 21:15:00+00:00,836.2890736398775
2026-04-19 23:15:00+00:00,836.2093873293178
2026-04-20 01:15:00+00:00,834.4591130106301
2026-04-20 01:30:00+00:00,834.9887218700429
2026-04-20 11:45:00+00:00,836.5289992626908
2026-04-20 12:00:00+00:00,836.1567729913172
2026-04-20 12:15:00+00:00,836.0504907026827
2026-04-20 14:30:00+00:00,836.8216880793924
2026-04-20 14:45:00+00:00,837.034672114454
2026-04-20 15:15:00+00:00,837.5410075411045
2026-04-20 16:00:00+00:00,837.6476691533801
2026-04-20 16:15:00+00:00,837.700984709326
2026-04-20 16:45:00+00:00,837.5135468016183
2026-04-20 17:45:00+00:00,837.7001874497902
2026-04-20 19:30:00+00:00,837.5934818768188
2026-04-20 21:45:00+00:00,837.5135468016183
2026-04-21 00:45:00+00:00,836.8742596679107
2026-04-21 02:45:00+00:00,836.5017969012011
2026-04-21 11:45:00+00:00,837.4335761473184
2026-04-21 12:00:00+00:00,837.815486340522
2026-04-21 12:30:00+00:00,837.4689822237461
2026-04-21 13:45:00+00:00,837.9221489457341
2026-04-21 14:00:00+00:00,837.6555179194697
2026-04-21 15:30:00+00:00,836.6704618846112
2026-04-21 16:30:00+00:00,835.6612064055477
2026-04-21 17:45:00+00:00,836.3249547219043
2026-04-21 19:00:00+00:00,836.3515103691328
2026-04-21 19:30:00+00:00,834.6808830131064
2026-04-21 19:45:00+00:00,835.3430237667478
2026-04-21 20:00:00+00:00,836.3249547219043
2026-04-21 20:15:00+00:00,836.9364660809516
2026-04-21 20:30:00+00:00,836.7236694861016
2026-04-21 22:45:00+00:00,836.2186476661684
2026-04-21 23:00:00+00:00,836.2186476661684
2026-04-22 00:30:00+00:00,836.3249547219043
2026-04-22 01:00:00+00:00,836.1390110902354
2026-04-22 01:15:00+00:00,836.3780677028464
2026-04-22 02:30:00+00:00,835.9796821638795
2026-04-22 02:45:00+00:00,836.129665526682
2026-04-22 10:00:00+00:00,835.3333333333334
2026-04-22 12:15:00+00:00,835.7147530821057
2026-04-22 12:30:00+00:00,835.5820673989988
2026-04-22 12:45:00+00:00,835.6616636311749
2026-04-22 13:45:00+00:00,836.4584100885687
2026-04-22 14:15:00+00:00,836.5381733743146
2026-04-22 14:30:00+00:00,835.9802002619182
